100000000.000000	0.000000
100083194.675541	-72.721500
100166389.351082	-70.250850
100249584.026622	-71.187320
100332778.702163	-70.022770
100415973.377704	-71.438920
100499168.053245	-74.347920
100582362.728785	-70.404380
100665557.404326	-70.785540
100748752.079867	-73.910870
100831946.755408	-73.064310
100915141.430948	-70.838650
100998336.106489	-72.102520
101081530.782030	-71.489780
101164725.457571	-70.853740
101247920.133111	-74.896970
101331114.808652	-74.469730
101414309.484193	-68.557460
101497504.159734	-70.394790
101580698.835275	-72.015750
101663893.510815	-68.998950
101747088.186356	-69.761150
101830282.861897	-67.867840
101913477.537438	-67.908640
101996672.212978	-68.829770
102079866.888519	-68.981890
102163061.564060	-71.097870
102246256.239601	-69.971500
102329450.915141	-67.160400
102412645.590682	-69.314560
102495840.266223	-69.326230
102579034.941764	-71.093770
102662229.617304	-71.212620
102745424.292845	-71.387580
102828618.968386	-75.410420
102911813.643927	-70.809560
102995008.319468	-71.681720
103078202.995008	-71.903930
103161397.670549	-69.417950
103244592.346090	-69.182950
103327787.021631	-71.426230
103410981.697171	-67.673010
103494176.372712	-71.670750
103577371.048253	-71.208470
103660565.723794	-67.958460
103743760.399334	-67.900180
103826955.074875	-69.920510
103910149.750416	-70.498470
103993344.425957	-67.876560
104076539.101498	-69.520020
104159733.777038	-72.532210
104242928.452579	-73.265340
104326123.128120	-71.541210
104409317.803661	-68.306530
104492512.479201	-69.763500
104575707.154742	-69.410830
104658901.830283	-69.576230
104742096.505824	-72.022110
104825291.181364	-71.126000
104908485.856905	-71.997950
104991680.532446	-70.679230
105074875.207987	-71.610190
105158069.883527	-72.073140
105241264.559068	-72.904820
105324459.234609	-67.427190
105407653.910150	-73.535860
105490848.585691	-73.212620
105574043.261231	-71.168780
105657237.936772	-71.742110
105740432.612313	-70.375470
105823627.287854	-72.457170
105906821.963394	-74.423600
105990016.638935	-72.416270
106073211.314476	-73.522510
106156405.990017	-71.043280
106239600.665557	-68.774640
106322795.341098	-71.747800
106405990.016639	-70.826620
106489184.692180	-72.869430
106572379.367720	-72.554910
106655574.043261	-70.243850
106738768.718802	-71.788120
106821963.394343	-68.152570
106905158.069884	-69.374600
106988352.745424	-69.321220
107071547.420965	-70.119720
107154742.096506	-70.599540
107237936.772047	-68.131650
107321131.447587	-71.098080
107404326.123128	-70.538090
107487520.798669	-67.982640
107570715.474210	-69.263120
107653910.149750	-69.377160
107737104.825291	-66.431760
107820299.500832	-67.177120
107903494.176373	-73.181900
107986688.851913	-68.051450
108069883.527454	-74.850540
108153078.202995	-73.257350
108236272.878536	-70.304080
108319467.554077	-73.459080
108402662.229617	-73.269320
108485856.905158	-69.918210
108569051.580699	-72.634190
108652246.256240	-69.774490
108735440.931780	-73.677140
108818635.607321	-68.035130
108901830.282862	-71.941380
108985024.958403	-69.138620
109068219.633943	-73.043620
109151414.309484	-70.114940
109234608.985025	-70.181860
109317803.660566	-72.013660
109400998.336106	-71.808700
109484193.011647	-71.438630
109567387.687188	-71.841540
109650582.362729	-69.033990
109733777.038270	-68.368420
109816971.713810	-68.368420
109900166.389351	-68.584660
109983361.064892	-69.376710
110066555.740433	-68.999710
110149750.415973	-68.975320
110232945.091514	-71.943800
110316139.767055	-67.895320
110399334.442596	-74.690870
110482529.118136	-70.380920
110565723.793677	-73.562850
110648918.469218	-69.545780
110732113.144759	-69.676870
110815307.820300	-73.650050
110898502.495840	-72.232190
110981697.171381	-70.642650
111064891.846922	-72.147510
111148086.522463	-70.958310
111231281.198003	-70.507890
111314475.873544	-69.083660
111397670.549085	-70.641650
111480865.224626	-70.730680
111564059.900166	-71.196320
111647254.575707	-72.139490
111730449.251248	-70.550610
111813643.926789	-72.571010
111896838.602329	-69.364520
111980033.277870	-73.941940
112063227.953411	-73.894580
112146422.628952	-71.179600
112229617.304493	-72.681310
112312811.980033	-72.330020
112396006.655574	-71.988950
112479201.331115	-70.711800
112562396.006656	-71.360530
112645590.682196	-73.284320
112728785.357737	-69.743830
112811980.033278	-70.780530
112895174.708819	-68.607320
112978369.384359	-71.376580
113061564.059900	-67.483640
113144758.735441	-71.398100
113227953.410982	-65.617590
113311148.086522	-70.320820
113394342.762063	-69.496070
113477537.437604	-70.415240
113560732.113145	-70.343620
113643926.788686	-71.729770
113727121.464226	-70.785540
113810316.139767	-67.572360
113893510.815308	-67.558930
113976705.490849	-70.212330
114059900.166389	-70.092300
114143094.841930	-69.922100
114226289.517471	-72.270840
114309484.193012	-69.209930
114392678.868552	-68.101590
114475873.544093	-71.523670
114559068.219634	-72.705500
114642262.895175	-69.420340
114725457.570715	-67.631730
114808652.246256	-70.795560
114891846.921797	-72.146030
114975041.597338	-69.131620
115058236.272879	-69.535580
115141430.948419	-71.126480
115224625.623960	-74.909880
115307820.299501	-68.260780
115391014.975042	-71.644480
115474209.650582	-71.467280
115557404.326123	-71.832150
115640599.001664	-72.847000
115723793.677205	-68.744640
115806988.352745	-75.462050
115890183.028286	-70.915660
115973377.703827	-72.113470
116056572.379368	-71.998760
116139767.054908	-70.976840
116222961.730449	-71.943670
116306156.405990	-70.357760
116389351.081531	-73.984560
116472545.757072	-74.732050
116555740.432612	-72.941720
116638935.108153	-73.940250
116722129.783694	-70.243130
116805324.459235	-73.287320
116888519.134775	-72.032360
116971713.810316	-71.212390
117054908.485857	-72.008110
117138103.161398	-73.120670
117221297.836938	-70.638600
117304492.512479	-70.739610
117387687.188020	-71.595180
117470881.863561	-70.904510
117554076.539101	-69.034810
117637271.214642	-70.614010
117720465.890183	-71.415700
117803660.565724	-70.138350
117886855.241265	-72.367160
117970049.916805	-72.435910
118053244.592346	-74.082980
118136439.267887	-70.424640
118219633.943428	-71.242980
118302828.618968	-76.960730
118386023.294509	-69.004380
118469217.970050	-71.131860
118552412.645591	-68.936120
118635607.321131	-69.117700
118718801.996672	-70.648420
118801996.672213	-70.728640
118885191.347754	-70.272230
118968386.023295	-70.081750
119051580.698835	-71.050940
119134775.374376	-69.271800
119217970.049917	-75.432370
119301164.725458	-71.003590
119384359.400998	-72.763400
119467554.076539	-73.528080
119550748.752080	-70.778530
119633943.427621	-73.070630
119717138.103161	-70.025510
119800332.778702	-75.842040
119883527.454243	-71.062340
119966722.129784	-71.719410
120049916.805324	-70.421640
120133111.480865	-71.230490
120216306.156406	-73.722940
120299500.831947	-69.964160
120382695.507488	-73.799130
120465890.183028	-71.151780
120549084.858569	-69.369820
120632279.534110	-71.585590
120715474.209651	-69.380040
120798668.885191	-68.015570
120881863.560732	-72.252150
120965058.236273	-72.139020
121048252.911814	-69.191910
121131447.587354	-70.195900
121214642.262895	-68.202280
121297836.938436	-72.716230
121381031.613977	-70.463970
121464226.289517	-72.410140
121547420.965058	-74.538840
121630615.640599	-71.007770
121713810.316140	-73.836480
121797004.991681	-71.892170
121880199.667221	-69.626960
121963394.342762	-68.638470
122046589.018303	-75.013640
122129783.693844	-69.923970
122212978.369384	-71.152910
122296173.044925	-70.957570
122379367.720466	-69.679740
122462562.396007	-68.101410
122545757.071547	-71.619910
122628951.747088	-70.828740
122712146.422629	-74.125420
122795341.098170	-69.871400
122878535.773710	-69.689320
122961730.449251	-72.332370
123044925.124792	-70.628650
123128119.800333	-68.193590
123211314.475874	-70.705750
123294509.151414	-67.798950
123377703.826955	-73.694700
123460898.502496	-71.332500
123544093.178037	-73.319480
123627287.853577	-72.259830
123710482.529118	-69.427310
123793677.204659	-68.413980
123876871.880200	-68.280010
123960066.555740	-69.512580
124043261.231281	-69.244130
124126455.906822	-69.236580
124209650.582363	-72.299110
